area_sqft,bedrooms,bathrooms,house_age,distance_km,price_usd,garage_spots
1189.0,4,2,8,38.48,86980.01,0.0
1248.0,2,1,25,15.65,137621.96,3.0
1077.1,5,3,40,7.07,158261.63,1.0
1079.2,3,2,36,0.5,130660.94,1.0
1442.3,4,3,40,4.25,223136.84,0.0
1013.3,3,2,32,3.57,134361.33,1.0
1836.9,3,2,43,29.18,169027.04,1.0
1132.9,3,2,12,0.5,188391.56,2.0
2623.8,5,3,2,0.5,461842.24,0.0
1319.4,4,2,5,10.98,189638.15,3.0
1528.8,4,2,49,1.37,182794.6,0.0
981.9,4,3,32,4.8,146324.95,2.0
2182.4,2,1,12,0.96,300426.53,0.0
1947.8,6,4,42,2.0,299267.19,3.0
1618.8,4,3,15,4.15,277157.17,2.0
961.3,5,3,29,9.22,145421.0,3.0
1584.3,6,4,12,13.57,266161.86,3.0
1051.4,6,5,4,8.12,210851.68,3.0
2084.9,5,3,13,0.5,386796.33,2.0
1823.7,5,3,11,5.02,291464.39,3.0
1538.2,3,1,27,1.8,227906.96,0.0
525.4,5,3,1,1.89,120369.23,2.0
1106.6,2,1,11,6.33,169158.54,3.0
1775.1,5,4,28,13.35,251684.31,1.0
1985.2,1,1,19,2.46,306378.38,3.0
1943.7,6,3,31,15.24,263660.42,2.0
863.2,2,1,32,13.52,92627.88,1.0
1620.6,4,3,48,25.88,163749.91,1.0
1906.2,1,1,41,19.66,190264.17,0.0
836.7,1,1,11,7.16,111959.79,3.0
1496.8,6,3,34,2.19,244063.05,2.0
1609.5,6,3,31,11.39,238389.22,1.0
1379.7,2,1,29,30.46,98663.89,3.0
759.1,1,1,39,20.4,50000.0,0.0
1369.7,5,4,7,3.84,240522.51,3.0
1369.1,6,4,18,36.22,117850.09,1.0
1440.8,2,1,40,2.64,193836.64,2.0
1274.6,4,2,44,7.69,138787.24,0.0
1322.8,2,1,1,6.39,195783.79,2.0
1484.1,5,3,23,19.53,201151.81,2.0
1677.0,3,1,13,5.94,259717.81,3.0
1378.2,1,1,8,13.23,143836.38,1.0
1336.1,2,1,2,4.85,203096.98,0.0
1536.9,4,3,26,2.11,246912.62,0.0
731.6,5,3,33,16.04,77801.88,0.0
1690.8,1,1,26,7.4,233379.25,1.0
1499.8,6,5,18,16.23,215360.67,3.0
1515.9,4,2,38,7.54,170411.22,0.0
1884.3,6,3,32,4.19,306831.36,0.0
718.9,6,5,45,4.87,104154.83,0.0
710.5,1,1,17,46.49,50000.0,1.0
1609.5,1,1,11,21.4,174654.28,2.0
1497.2,5,2,22,19.25,208877.75,1.0
1568.1,2,1,25,14.56,163582.99,1.0
1315.1,1,1,22,1.82,213456.61,0.0
1765.7,3,2,41,10.32,206121.78,3.0
1873.1,6,3,2,6.99,321886.65,0.0
1693.6,5,4,26,9.4,236353.87,0.0
1395.7,4,3,21,5.28,215922.78,2.0
656.9,2,1,10,20.08,50000.0,3.0
1807.7,3,1,32,13.79,198044.25,1.0
1988.7,5,3,40,10.12,317333.01,0.0
1757.8,1,1,27,4.75,222605.9,2.0
1148.1,4,3,4,6.26,188213.74,1.0
1769.5,1,1,3,9.58,260635.89,1.0
1844.2,2,1,21,0.5,298145.61,3.0
2123.5,2,1,33,7.1,295526.79,3.0
1149.6,5,3,15,13.5,150917.89,1.0
1409.4,6,4,15,16.28,215793.14,2.0
1798.9,1,1,43,5.39,186850.97,2.0
1523.0,5,3,0,4.94,282145.89,3.0
1053.1,4,3,3,38.27,62024.04,3.0
1665.8,6,4,7,1.86,291861.41,1.0
1731.5,6,4,49,6.22,250218.26,0.0
1535.2,1,1,24,6.3,202239.4,0.0
1587.8,5,3,7,10.38,249714.8,0.0
1396.5,4,3,15,8.7,235167.26,3.0
2091.3,1,1,48,8.69,253878.63,2.0
1139.7,2,1,34,4.7,146732.14,3.0
1265.1,6,5,11,14.21,188480.78,0.0
1504.4,4,2,12,16.25,229991.17,0.0
1851.6,3,2,3,15.68,249043.95,0.0
901.1,2,1,38,6.19,118044.32,2.0
975.9,6,5,6,9.06,215337.13,0.0
684.9,2,1,14,2.71,106508.25,2.0
1513.1,1,1,17,9.16,207547.11,3.0
1052.7,4,2,31,9.07,89237.85,0.0
1346.2,6,3,30,5.8,208591.64,2.0
1764.6,2,1,39,33.66,154429.24,2.0
1243.4,2,1,14,3.02,195511.87,3.0
1592.5,3,1,19,0.51,225263.52,0.0
1380.3,2,1,19,31.66,105859.36,0.0
1768.8,4,3,2,19.46,213489.52,0.0
1690.1,2,1,36,1.44,233169.54,2.0
1223.2,1,1,26,5.53,120433.28,3.0
1432.5,2,1,23,1.78,219907.06,0.0
1917.5,6,3,49,8.74,283351.21,1.0
1657.4,6,5,8,1.65,299930.46,2.0
941.2,4,3,48,9.69,109334.99,3.0
1762.2,3,2,34,3.69,243200.4,3.0
1066.2,5,4,11,26.52,130789.44,2.0
2065.0,2,1,33,6.08,255714.24,3.0
1909.6,4,3,37,9.83,268887.27,3.0
1616.0,5,3,18,3.51,240642.09,3.0
1562.9,5,2,17,6.31,217645.64,1.0
1416.4,2,1,41,0.51,180901.66,1.0
1771.4,5,3,8,3.3,298052.76,1.0
1351.7,4,3,0,8.39,228655.18,3.0
1594.2,6,3,33,2.88,244144.61,1.0
1848.8,2,1,45,1.7,267490.6,3.0
1275.3,4,3,25,0.5,209200.68,2.0
1253.5,5,4,6,4.92,229566.15,0.0
1022.3,2,1,26,20.29,85220.86,1.0
1074.2,5,3,12,12.39,179597.63,0.0
768.6,1,1,41,34.2,50000.0,
1791.9,5,2,30,12.31,252502.26,1.0
2223.6,4,2,16,4.55,353725.24,1.0
2070.1,2,1,31,19.25,209194.73,0.0
849.6,1,1,33,14.09,50000.0,0.0
1789.9,5,3,33,6.38,263616.68,3.0
2068.8,2,1,18,50.41,155539.16,3.0
1317.3,3,2,28,30.54,115075.8,1.0
1540.6,1,1,2,1.25,238236.55,3.0
696.8,6,3,20,31.36,58163.96,2.0
1606.7,4,3,18,8.18,223167.36,1.0
1074.6,6,4,26,10.08,167600.08,1.0
1579.9,1,1,47,14.32,130503.51,2.0
875.5,2,1,47,1.73,96548.24,3.0
1717.1,4,3,24,7.44,225274.49,1.0
1909.8,4,2,32,1.84,289761.69,1.0
1186.7,5,3,5,5.65,188028.3,3.0
1045.2,6,5,24,1.01,192214.26,2.0
637.6,5,4,34,6.19,109691.2,1.0
1393.4,1,1,34,2.06,178437.58,1.0
1267.4,2,1,48,7.19,107248.43,2.0
879.6,6,3,23,10.59,125483.49,0.0
1681.2,4,3,45,28.54,137048.68,0.0
1320.0,6,5,48,9.13,160578.03,2.0
1069.7,4,3,28,10.94,142802.27,0.0
1278.2,1,1,4,0.5,206830.13,2.0
1928.5,3,2,18,9.62,279422.62,3.0
1741.2,5,4,38,5.38,268471.4,0.0
1448.0,4,3,29,8.91,202494.95,1.0
1747.6,1,1,46,2.65,207907.37,3.0
1035.6,2,1,40,5.4,96062.77,0.0
1512.9,6,5,3,21.21,226098.79,3.0
1558.9,6,3,43,9.59,196654.37,0.0
1312.1,5,4,17,16.6,173932.14,3.0
1674.2,1,1,40,7.01,196436.84,1.0
1187.8,4,2,25,1.4,184214.94,0.0
1703.9,5,4,22,0.5,333660.16,2.0
1720.7,4,2,3,6.86,255743.07,0.0
400.0,4,2,5,8.32,69168.76,1.0
1976.1,3,2,29,3.79,262881.32,2.0
400.0,2,1,28,7.93,50000.0,2.0
1253.6,2,1,27,15.32,125465.35,1.0
1910.1,5,3,7,5.66,328828.98,3.0
1373.1,1,1,25,12.48,144767.56,1.0
913.5,1,1,3,31.14,50143.88,1.0
1062.5,3,1,7,17.63,120626.76,1.0
1910.8,5,3,24,4.92,277048.29,3.0
731.4,4,2,30,2.6,98118.61,2.0
1951.6,4,2,32,8.05,266445.81,0.0
1478.0,4,3,49,19.94,151195.65,3.0
1023.0,1,1,42,11.1,91148.04,
1266.8,2,1,18,26.98,104949.14,1.0
1093.1,1,1,39,28.57,50000.0,0.0
1846.5,5,4,4,6.66,286381.04,3.0
1793.0,5,3,42,15.31,235726.42,0.0
812.3,2,1,19,6.74,89380.85,3.0
1338.6,2,1,38,0.5,185891.32,0.0
1154.7,2,1,48,56.11,50000.0,2.0
2017.4,6,5,35,9.07,303584.53,0.0
960.0,3,2,46,6.54,87825.46,1.0
2141.7,5,4,0,0.91,378275.57,3.0
1486.7,3,1,8,2.98,238682.47,2.0
1035.2,5,3,31,3.23,158675.38,2.0
1229.1,4,2,27,12.31,148579.31,0.0
1179.4,2,1,6,21.22,135498.06,3.0
990.2,6,3,35,0.76,174718.79,1.0
1537.9,5,4,2,10.14,252677.59,2.0
1008.8,5,2,49,0.96,114845.09,3.0
627.9,6,5,7,4.09,153366.03,2.0
1348.1,2,1,22,52.06,50000.0,2.0
778.9,1,1,41,9.98,53890.27,0.0
1199.1,4,3,25,7.02,178071.74,1.0
1136.4,2,1,37,21.94,52890.6,2.0
1151.5,3,2,35,12.18,129402.42,0.0
2300.4,2,1,47,2.92,308611.89,1.0
1522.6,3,1,23,8.29,214475.4,3.0
1598.1,3,1,48,8.56,187205.33,3.0
789.4,3,2,25,8.66,66775.14,3.0
1238.4,5,3,44,4.08,194871.03,3.0
1586.1,4,3,36,10.82,215432.92,3.0
1090.2,3,1,6,5.66,150285.3,0.0
1863.2,1,1,32,25.03,167163.74,3.0
1018.9,4,3,43,3.15,142258.85,2.0
1385.5,2,1,6,11.16,198332.46,3.0
1265.6,2,1,41,10.64,122386.1,2.0
1565.7,3,2,5,4.66,261253.46,0.0
1243.8,1,1,43,2.08,114835.81,
1391.6,3,2,39,0.91,177591.47,3.0
1405.5,2,1,7,10.19,161893.58,0.0
1206.2,6,4,36,5.44,175942.02,2.0
1694.0,6,3,5,6.33,314742.13,2.0
1595.4,1,1,28,5.01,234537.79,1.0
1464.6,4,2,46,1.38,205854.35,3.0
1327.8,4,3,10,6.09,206312.17,0.0
1818.6,3,1,8,0.5,287368.04,1.0
1405.7,3,1,21,4.59,207973.62,3.0
1377.3,5,3,18,7.28,194712.23,2.0
1541.9,3,2,2,23.68,183250.51,0.0
2178.6,1,1,22,1.38,330789.95,0.0
963.9,3,2,12,9.02,121440.61,2.0
1807.9,2,1,6,4.36,260682.22,3.0
742.7,3,2,13,16.31,81091.54,0.0
1586.9,2,1,1,2.68,254047.44,0.0
2130.0,1,1,45,5.26,253356.2,1.0
1695.5,6,4,49,12.49,227214.95,0.0
1568.3,1,1,18,4.11,223424.18,0.0
1275.8,5,3,43,15.83,176710.15,1.0
1512.4,5,3,23,0.67,250367.68,2.0
1399.2,4,3,45,2.82,193795.06,3.0
1185.6,6,3,8,0.5,252653.19,1.0
1384.0,1,1,14,13.07,156373.89,2.0
1579.4,2,1,36,5.17,179334.09,3.0
1193.1,2,1,11,8.71,164390.75,0.0
1177.5,4,3,41,0.89,187885.6,3.0
955.9,4,3,21,8.44,145267.54,0.0
1656.3,6,3,20,3.16,276502.4,2.0
1718.1,3,2,22,10.54,211961.42,3.0
1592.7,2,1,39,3.48,201794.01,3.0
1886.1,6,5,0,4.79,360028.1,1.0
1535.1,5,4,37,5.15,211905.47,2.0
1656.8,5,3,38,55.86,86671.01,0.0
1621.5,3,1,41,19.74,157989.06,1.0
1463.4,3,1,49,0.5,177742.03,3.0
1287.7,3,2,39,4.09,171808.98,0.0
2385.7,5,3,26,21.71,323170.82,0.0
